id,collection,dc.contributor.advisor[en_US],dc.contributor.author[en_US],dc.date.issued[en_US],dc.description.abstract[en_US],dc.format.extent[en_US],dc.identifier.uri,dc.language[en_US],dc.note[en_US],dc.publisher[en_US],dc.subject[en_US],dc.thesis.degree[en_US],dc.title.alternative[en_US],dc.title[en_US],dc.type[en_US],ou.identifier[en_US]
3024,11244/111,,"Perrin, Jay Kyle,",1971,,"vii, 66 leaves ;",http://hdl.handle.net/11244/3136,,"Source: Dissertation Abstracts International, Volume: 32-07, Section: A, page: 3961.",The University of Oklahoma.,"Grammar, Comparative and general Syntax.||English language Study and teaching.||Literature, General.",Educat.D.,,An analysis of selected syntactic practices of seventh-grade students in oral and written discourse /,Thesis,(UMI)AAI7203424
2710,11244/111,,"Solomon, Mary Susannah,",1970,,"iv, 194 leaves ;",http://hdl.handle.net/11244/2822,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 2941.",The University of Oklahoma.,"Literature, Modern.||Green, Julien, 1900-1998",Ph.D.,,Thematic development in the novels of Julien Green /,Thesis,(UMI)AAI7023007
2742,11244/111,,"Meuter, Ralph F.",1970,,"viii, 131 leaves :",http://hdl.handle.net/11244/2854,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: B, page: 3475.",The University of Oklahoma.,Cities and towns.||Geography.||Traffic surveys.,Ph.D.,,The influence of high volumes of traffic on the threshold populations of central place functions /,Thesis,(UMI)AAI7023986
2725,11244/111,,"Curry, James R.",1970,,"viii, 141 leaves :",http://hdl.handle.net/11244/2837,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: B, page: 3763.",The University of Oklahoma.,"Titmice.||Biology, Zoology.||Chickadees.",Ph.D.,,A comparative ethoecological study of the Carolina Chickadee (Parus carolinensis) and Tufted Titmouse (Parus bicolor) in Central Oklahoma /,Thesis,(UMI)AAI7023969
3025,11244/111,,"Perry, William A.,",1971,,"xi, 335 leaves :",http://hdl.handle.net/11244/3137,,"Source: Dissertation Abstracts International, Volume: 32-07, Section: A, page: 3534.",The University of Oklahoma.,"Economics, Finance.||Income tax Iowa Mathematical models.",Ph.D.,,A computerized model for forecasting revenue from changes in the Iowa individual income tax provisions /,Thesis,(UMI)AAI7203425
2716,11244/111,,"Willis, Diane J.",1970,,"vi, 95 leaves :",http://hdl.handle.net/11244/2828,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 3045.",The University of Oklahoma.,"Social classes.||Perception.||Cognition.||Psychology, Social.",Ph.D.,,Perceptual and cognitive performance of children as functions of socio-economic class /,Thesis,(UMI)AAI7023013
2676,11244/111,,"Armstrong, Willie Clifford,",1970,,"viii, 98 leaves ;",http://hdl.handle.net/11244/2788,,"Source: Dissertation Abstracts International, Volume: 31-05, Section: A, page: 1988.",The University of Oklahoma.,"Education, General.||Social status.||Interpersonal relations.",Educat.D.,Social positions of persons serving schools in human relations capacities.,An exploratory study of the social positions of persons serving schools in human relations capacities /,Thesis,(UMI)AAI7022972
3026,11244/111,,"Phillips, Clyde,",1971,,"viii, 81 leaves :",http://hdl.handle.net/11244/3138,,"Source: Dissertation Abstracts International, Volume: 32-07, Section: A, page: 3629.",The University of Oklahoma.,"Compensatory education.||Education, Administration.||Self-perception.",Educat.D.,,A comparative study of the effects of a Head Start follow through program and a kindergarten program upon the cognitive abilities and self concepts of children from low socio-economic environments /,Thesis,(UMI)AAI7203426
2705,11244/111,,"Ridley, Jack Blaine,",1970,,"iv, 178 leaves ;",http://hdl.handle.net/11244/2817,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 2855.",The University of Oklahoma.,"Algeria History 1830-1962.||France History Louis Philippe, 1830-1848.||History, Modern.||Bugeaud, Thomas Robert, duc d'Isly, 1784-1849.",Ph.D.,,"Marshal Begeaud, the July Monarchy and the question of Algeria, 1841-1847 :",Thesis,(UMI)AAI7023002
2692,11244/111,,"Horton, James Frank,",1970,,"vii, 446 leaves ;",http://hdl.handle.net/11244/2804,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 2881.",The University of Oklahoma.,"Literature, General.||Rojas, Fernando de, -1541. Celestina",Ph.D.,,A syntactical analysis of La Celestina /,Thesis,(UMI)AAI7022989
2721,11244/111,,"Brockway, Nolan Mac,",1970,,"viii, 140 leaves ;",http://hdl.handle.net/11244/2833,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: B, page: 3253.",The University of Oklahoma.,"Carbenes (Methylene compounds)||Chemistry, Organic.||Alkenes.",Ph.D.,Polar addition of DBr to bicyclo-[2.2.2]-octene.||Reactions of carbethoxycarbene with carbon-halogen bonds.,I. REACTIONS OF CARBETHOXYCARBENE WITH CARBON-HALOGEN BONDS II. THE POLAR ADDITION OF DBR TO BICYCLO(2.2.2)-OCTENE.,Thesis,(UMI)AAI7023965
2699,11244/111,,"Mandour, Ahmed Raafat,",1970,,"xiii, 197 leaves ;",http://hdl.handle.net/11244/2811,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 2584.",The University of Oklahoma.,"Economics, Commerce-Business.||Manufactures Oklahoma",Ph.D.,,"A method of projecting manufacturing activity in Oklahoma, 1970-2020 /",Thesis,(UMI)AAI7022996
3027,11244/111,,"Pomfret, James Charles,",1971,,"iv, 78 leaves ;",http://hdl.handle.net/11244/3139,,"Source: Dissertation Abstracts International, Volume: 32-07, Section: B, page: 4085.",The University of Oklahoma.,Rings (Algebra)||Mathematics.,Ph.D.,,Linear groups over local rings /,Thesis,(UMI)AAI7203427
2736,11244/111,,"Hill, Darrell D.,",1970,,"vii, 122 leaves ;",http://hdl.handle.net/11244/2848,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 3037.",The University of Oklahoma.,"Psychology, Social.||Manners and customs.||Adolescence.",Educat.D.,,A study of selected social practices of sixth through tenth grade boys and girls in a southern Oklahoma community /,Thesis,(UMI)AAI7023980
2685,11244/111,,"Elliott, Mary Lillian,",1970,,"vii, 211 leaves ;",http://hdl.handle.net/11244/2797,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 2771.",The University of Oklahoma.,"Business teachers.||Electronic data processing Study and teaching.||Business teachers Training of.||Education, Teacher Training.",Educat.D.,,A case study of teacher preparation in business data processing in Oklahoma /,Thesis,(UMI)AAI7022982
3028,11244/111,,"Ratliff, Ernest Francis,",1971,,"iv, 51 leaves ;",http://hdl.handle.net/11244/3140,,"Source: Dissertation Abstracts International, Volume: 32-07, Section: B, page: 4086.",The University of Oklahoma.,Mathematics.||Rings (Algebra),Ph.D.,,Some results on p near-rings and related near-rings /,Thesis,(UMI)AAI7203428
2711,11244/111,,"Steele, John M.,",1970,,"viii, 96 leaves :",http://hdl.handle.net/11244/2823,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 3044.",The University of Oklahoma.,"Psychology, Social.||Behaviorism (Psychology)||Social distance.",Ph.D.,,Cue interactions in the attitudinal stereotyping of schematized faces with variations of head and facial hair /,Thesis,(UMI)AAI7023008
3029,11244/111,,"Reeves, Rosa Ethel,",1971,,"v, 255 leaves ;",http://hdl.handle.net/11244/3141,,"Source: Dissertation Abstracts International, Volume: 32-07, Section: A, page: 4019.",The University of Oklahoma.,"Literature, Modern.||Literature, Latin American.||Rojas, Manuel, 1896-1973.",Ph.D.,,"Manuel Rojas, literary analysis of his novels /",Thesis,(UMI)AAI7203429
2693,11244/111,,"Hoyt, Harold Baldwin,",1970,,"v, 299 leaves ;",http://hdl.handle.net/11244/2805,,"Source: Dissertation Abstracts International, Volume: 31-05, Section: A, page: 2439.",The University of Oklahoma.,"Marcel, Gabriel, 1889-1973.||Philosophy.",Ph.D.,,The concept of the dehumanization of man in the philosophy of Gabriel Marcel /,Thesis,(UMI)AAI7022990
2706,11244/111,,"Rogers, Carroll,",1970,,"viii, 90 leaves ;",http://hdl.handle.net/11244/2818,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 2660.",The University of Oklahoma.,"Education, Administration.||Student activities.||Academic achievement.",Educat.D.,,A study of the relationship between participation in student       activities and scholastic achievement in selected Oklahoma high schools /,Thesis,(UMI)AAI7023003
2700,11244/111,,"Miller, Berneice Beadles,",1970,,"x, 139 leaves ;",http://hdl.handle.net/11244/2812,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 2618.",The University of Oklahoma.,"Spanish language Study and teaching.||French language Study and teaching.||Education, General.",Ph.D.,,The effects of continuing or changing foreign languages on listening comprehension and selected tests as predictors of success in Spanish or French at the seventh-grade level /,Thesis,(UMI)AAI7022997
3030,11244/111,,"Reynolds, A. Eugene,",1971,,"v, 67 leaves ;",http://hdl.handle.net/11244/3142,,"Source: Dissertation Abstracts International, Volume: 32-07, Section: B, page: 4195.",The University of Oklahoma.,"Psychiatric hospitals Employees.||Employees Training of.||Psychology, General.",Ph.D.,,Evaluation of an institutional attendant training project /,Thesis,(UMI)AAI7203430
2722,11244/111,,"Buice, S. David,",1970,,"v, 355 leaves :",http://hdl.handle.net/11244/2834,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 2815.",The University of Oklahoma.,"Five Civilized Tribes.||History, General.||Indians of North America Government relations.",Ph.D.,,The Civil War and the Five Civilized Tribes :,Thesis,(UMI)AAI7023966
2712,11244/111,,"Hashemi-tafreshi, Jafar,",1970,,"ix, 62 leaves :",http://hdl.handle.net/11244/2824,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: B, page: 3632.",The University of Oklahoma.,"Sun Corona.||Physics, Nuclear.",Ph.D.,,Energy source for the solar corona /,Thesis,(UMI)AAI7023009
3031,11244/111,,"Rice, Thomas Kenneth,",1971,,"vii, 93 leaves :",http://hdl.handle.net/11244/3143,,"Source: Dissertation Abstracts International, Volume: 32-07, Section: B, page: 4106.",The University of Oklahoma.,"Biology, Microbiology.||Bacteriophages.",Ph.D.,,Characterization of growth and structural properties of the coliphage UC-1 /,Thesis,(UMI)AAI7203431
3032,11244/111,,"Rodrick, Gary Eugene,",1971,,"viii, 68 leaves :",http://hdl.handle.net/11244/3144,,"Source: Dissertation Abstracts International, Volume: 32-07, Section: B, page: 4304.",The University of Oklahoma.,"Pentastomida.||Biology, Zoology.||Lactate dehydrogenase.",Ph.D.,,An ontogenetic study of lactate dehydrogenase in Porocephalus crotali (pentastomida) /,Thesis,(UMI)AAI7203432
2756,11244/111,,"Baker, William G.,",1970,,"vi, 93 leaves ;",http://hdl.handle.net/11244/2868,,"Source: Dissertation Abstracts International, Volume: 31-07, Section: B, page: 4376.",The University of Oklahoma.,"Stock exchanges.||Psychology, Industrial.||Personality.",Ph.D.,,Personality correlates of stock market speculation /,Thesis,(UMI)AAI7101477
2707,11244/111,,"Rudin, Lawrence Alan,",1970,,"ix, 135 leaves ;",http://hdl.handle.net/11244/2819,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: B, page: 3736.",The University of Oklahoma.,"Attitude change.||Psychology, Experimental.",Ph.D.,,"Relationship between the point fallacy and latitude dimensions of attitude change examined by use of two-sided, written, mixed communications /",Thesis,(UMI)AAI7023004
2740,11244/111,,"Marcellini, Dale L., 1937-",1970,,"xiii, 200 leaves :",http://hdl.handle.net/11244/2852,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: B, page: 3332.",The University of Oklahoma.,"Animal communication.||Biology, Ecology.||Lizards.",Ph.D.,,"Ethoecology of Hemidactylus frenatus (Sauria, Gekkonidae) with emphasis on acoustic behavior /",Thesis,(UMI)AAI7023984
3033,11244/111,,"Rossa, Robert Frank,",1971,,"iv, 59 leaves ;",http://hdl.handle.net/11244/3145,,"Source: Dissertation Abstracts International, Volume: 32-07, Section: B, page: 4088.",The University of Oklahoma.,Rings (Algebra)||Mathematics.,Ph.D.,,Lower radical and related classes for not necessarily associative rings /,Thesis,(UMI)AAI7203433
2713,11244/111,,"Vincent, Robert D.,",1970,,"vii, 164 leaves ;",http://hdl.handle.net/11244/2825,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 3044.",The University of Oklahoma.,"Youth Employment.||Poor.||Psychology, Social.",Ph.D.,,Summer employment and poor youth :,Thesis,(UMI)AAI7023010
2745,11244/111,,"Ralph, Bobbie Jeffers,",1970,,"v, 199 leaves :",http://hdl.handle.net/11244/2857,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 2960.",The University of Oklahoma.,"Music.||Beethoven, Ludwig van, 1770-1827. Sonatas, piano.||Counterpoint.",D.Mus.Ed.,,A study of the use of contrapuntal techniques in selected piano sonatas of Ludwig van Beethoven /,Thesis,(UMI)AAI7023989
2727,11244/111,,"Farnham, Sutton Burns,",1970,,"xi, 143 leaves ;",http://hdl.handle.net/11244/2839,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: B, page: 3300.",The University of Oklahoma.,"Alcohols.||Hydrogen bonding.||Chemistry, Physical.",Ph.D.,,Intermolecular interactions of alcohols :,Thesis,(UMI)AAI7023971
2737,11244/111,,"Kajinami, Shingo,",1970,,"x, 70 leaves ;",http://hdl.handle.net/11244/2849,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: B, page: 3232.",The University of Oklahoma.,"Tobacco.||Nocardia corallina.||Chemistry, Biochemistry.",Ph.D.,,Investigations of the properties of some enzymes in Nocardia corallina and tobacco tissue /,Thesis,(UMI)AAI7023981
2723,11244/111,,"Cavalier, Judith,",1970,,"iv, 135 leaves ;",http://hdl.handle.net/11244/2835,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 2907.",The University of Oklahoma.,"Literature, Modern.||Corneille, Thomas, 1625-1709.",Ph.D.,,The role of love in the tragedies of Thomas Corneille /,Thesis,(UMI)AAI7023967
2751,11244/111,,"Turns, Tom G.,",1970,,"vii, 175 leaves ;",http://hdl.handle.net/11244/2863,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 2780.",The University of Oklahoma.,"Student teaching.||Education, Teacher Training.",Ph.D.,,The determination and evaluation of professional laboratory experiences prior to student teaching /,Thesis,(UMI)AAI7023995
2731,11244/111,,"Futayyeh, Mohamed Amin Suleyman Khalid,",1970,,"ix, 348 leaves ;",http://hdl.handle.net/11244/2843,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 2564.",The University of Oklahoma.,"Sales tax.||Syria Economic policy.||Economics, General.",Ph.D.,,Sales tax for economic development :,Thesis,(UMI)AAI7023975
2743,11244/111,,"Nichols, Donald Ray,",1970,,"x, 207 leaves ;",http://hdl.handle.net/11244/2855,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 2545.",The University of Oklahoma.,"Securities.||Business Administration, Accounting.||Capital gains tax.",Ph.D.,,A study of the lock-in effects of federal income taxation of capital gains on securities of individuals /,Thesis,(UMI)AAI7023987
2748,11244/111,,"Shaw, James E.,",1970,,"vii, 60 leaves :",http://hdl.handle.net/11244/2860,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: B, page: 3586.",The University of Oklahoma.,"Nucleic acids.||Virology.||Biology, Microbiology.",Ph.D.,,A kinetic study of the inhibition of DNA synthesis in L-cells by reovirus type 3 /,Thesis,(UMI)AAI7023992
2735,11244/111,,"Growney, Jo Anne Simpson,",1970,,"iv, 76 leaves ;",http://hdl.handle.net/11244/2847,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: B, page: 3543.",The University of Oklahoma.,Finite Groups.||Mathematics.,Ph.D.,,Finitely generated free groupoids /,Thesis,(UMI)AAI7023979
2753,11244/111,,"Works, Marian Newman,",1970,,"v, 44 leaves ;",http://hdl.handle.net/11244/2865,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 2765.",The University of Oklahoma.,"Education, Special.||Reading (Elementary)",Ph.D.,,Some variables involved in the reading process /,Thesis,(UMI)AAI7023997
2746,11244/111,,"Randquist, Bobby Wayne,",1970,,"viii, 162 leaves :",http://hdl.handle.net/11244/2858,,"Source: Dissertation Abstracts International, Volume: 31-06, Section: A, page: 2622.",The University of Oklahoma.,"Education, General.||Indian children North America.||Indians of North America Education.",Educat.D.,,An investigation of the educational attainment and opportunities of American Indian students in the Anadarko public school system /,Thesis,(UMI)AAI7023990
